,SoldPr,Type,Zip,Area,Rooms,FullBaths,HalfBaths,BsmtBth,Beds,BsmtBeds,GarageSpaces,houseEra
7283,446909.6093749999,SFH,60062,1024,7,1,0,No,3.0,0,2.0,19B
2906,263706.875,Townhouse,60201,1200,5,1,1,No,2.0,0,1.0,19A
1666,743124.9999999999,SFH,60025,3420,10,2,1,No,4.0,0,2.1,19A
8002,110315.625,Condo,60002,1138,5,2,0,No,2.0,0,1.0,20A
7202,998093.75,SFH,60062,4308,12,5,1,Yes,5.0,1,2.0,20A
4458,166918.04687499994,Condo,60077,1564,5,2,0,No,2.0,0,1.0,19A
5273,288921.875,SFH,60062,900,5,1,0,No,2.0,0,1.0,19B
8110,267909.375,Condo,60062,1200,5,2,0,No,2.0,0,1.0,20A
5500,488925.0,Townhouse,60202,2774,7,2,1,No,3.0,0,2.0,20A
8320,1434999.9999999998,SFH,60201,5210,10,4,1,Yes,5.0,0,2.0,recent
1748,317750.0,SFH,60202,1000,6,1,0,No,3.0,0,2.0,19A
3080,640625.0,SFH,60062,2595,8,2,1,No,4.0,0,2.0,19A
5198,1292268.75,SFH,60091,4641,14,4,1,Yes,4.0,2,2.0,20A
259,1376318.75,SFH,60025,5434,11,6,1,Yes,4.0,1,3.0,recent
5523,495369.6874999998,SFH,60076,1693,10,3,1,Yes,3.0,0,1.0,19A
1103,627223.125,Condo,60062,3062,8,2,1,No,3.0,0,2.0,recent
7962,697825.1249999998,SFH,60062,2434,8,2,1,No,4.0,0,2.0,19A
3528,389500.0,SFH,60002,2629,7,2,1,No,4.0,0,2.0,19A
1120,543075.9421874997,SFH,60077,2568,8,3,1,No,4.0,0,2.0,20A
1983,248357.90039062488,Townhouse,60077,1473,6,2,1,No,2.0,0,1.0,19A
799,101910.625,Condo,60053,725,4,1,0,No,1.0,0,0.0,19A
7665,1158250.0,SFH,60091,3579,11,3,1,No,5.0,0,2.0,19B
2712,498600.3593749998,SFH,60062,1500,4,2,1,No,4.0,0,2.5,19A
1307,446909.6093749999,SFH,60062,1116,8,2,0,Yes,3.0,1,1.0,19A
5097,135768.98554687493,Condo,60076,1000,4,1,0,No,2.0,0,0.0,19A
5356,341453.125,SFH,60025,1500,6,2,0,No,3.0,0,2.0,19A
4508,860999.9999999999,SFH,60062,4800,12,4,1,Yes,5.0,0,3.0,19A
9106,172302.49999999994,Condo,60077,1000,4,1,0,No,1.0,0,1.0,19A
6656,369777.3183593748,SFH,60076,1600,8,2,1,Yes,3.0,0,2.5,19A
3956,473550.0,SFH,60025,1850,8,2,0,No,4.0,0,2.0,19A
6365,486875.0,Duplex,60062,2917,8,2,1,No,3.0,0,2.0,19A
1589,246896.875,Condo,60077,1600,5,2,0,No,2.0,0,2.0,19A
2558,351959.375,SFH,60077,1288,8,2,0,No,3.0,1,2.0,19A
4205,908790.625,SFH,60026,3354,12,3,1,Yes,4.0,1,2.0,20A
4120,808981.2499999999,SFH,60091,3247,10,3,1,No,4.0,0,2.0,19A
6807,315187.5,Condo,60201,1269,5,2,0,No,2.0,0,1.0,20A
5799,430756.2499999999,SFH,60062,1130,8,2,0,No,4.0,0,2.0,19B
2077,393984.375,SFH,60025,3100,11,3,1,No,6.0,0,1.0,19A
2143,247422.1875,Condo,60062,1725,6,2,0,No,2.0,0,1.0,19A
6578,1439356.25,SFH,60025,4122,16,4,1,Yes,5.0,2,2.0,20A
3265,277775.0,Duplex,60203,1470,8,1,1,No,4.0,0,0.0,19A
2776,420250.0,SFH,60025,1915,7,2,0,No,3.0,0,2.0,19A
3573,485567.2905859373,SFH,60062,2100,8,2,1,No,3.0,0,2.1,19A
2130,1008600.0,SFH,60025,4035,12,5,1,Yes,4.0,1,2.0,recent
8397,472781.25,SFH,60062,2227,10,2,1,No,4.0,0,2.0,19A
2597,220887.5,SFH,60202,1221,6,2,0,No,3.0,0,0.0,19A
2928,240875.0,Townhouse,60076,1250,6,1,1,No,2.0,0,0.0,19A
8051,333351.49296874984,SFH,60077,1140,8,2,1,Yes,3.0,0,1.5,19A
7381,347701.0605468749,SFH,60076,1140,7,2,0,Yes,3.0,0,2.0,19A
1813,332100.0,SFH,60053,2400,11,3,1,Yes,5.0,0,2.0,19A
1397,353624.99999999994,Townhouse,60025,2050,7,2,1,No,3.0,0,1.0,19A
2436,374125.0,Condo,60077,2000,6,2,0,No,3.0,0,2.0,20A
4478,158875.0,Condo,60062,825,4,1,1,No,1.0,0,1.0,19A
7248,382296.1718749999,SFH,60077,1502,8,2,1,Yes,3.0,0,2.0,19A
1831,629350.0,SFH,60201,3600,12,3,0,Yes,4.0,1,2.0,19A
7622,363875.0,SFH,60203,1666,7,2,0,No,4.0,0,1.0,19A
1464,726901.1718749998,SFH,60062,2786,9,2,1,No,4.0,0,2.0,19A
4628,403440.0,SFH,60076,1824,8,2,0,Yes,3.0,0,2.0,19A
7113,291837.3593749999,SFH,60076,1080,7,2,0,Yes,3.0,0,1.0,19A
784,446515.625,SFH,60062,1525,7,3,0,Yes,2.0,0,2.0,19A
4406,499046.875,SFH,60077,3082,11,4,0,Yes,5.0,0,3.0,Pre1900
7942,346706.25,Townhouse,60025,2450,7,3,1,Yes,3.0,0,2.0,19A
3214,620125.0,SFH,60091,2410,8,2,1,No,3.0,0,1.0,Pre1900
4257,511475.0,SFH,60025,2691,8,4,0,Yes,4.0,0,2.5,19A
7762,130175.0,Condo,60025,1100,5,2,0,No,2.0,0,0.0,19A
853,646134.3749999998,SFH,60062,2936,9,2,1,No,4.0,0,2.5,19A
6550,230625.0,Townhouse,60202,1100,6,1,1,No,2.0,1,0.0,19A
1577,673325.8632812498,SFH,60062,2773,9,2,2,Yes,4.0,0,2.0,19A
3606,248357.90039062488,SFH,60076,1025,7,1,0,No,3.0,0,2.0,19A
3745,208023.75,SFH,60076,921,6,1,0,No,2.0,0,1.0,19A
2797,152340.625,Duplex,60002,1195,5,1,1,No,2.0,0,1.0,19A
9061,220631.25,SFH,60201,1010,6,1,0,No,2.0,0,2.0,19B
367,645647.5,SFH,60062,2560,10,3,0,No,5.0,0,3.0,19A
3982,404875.0,SFH,60201,1011,5,1,0,No,2.0,0,2.0,19B
7586,553500.0,SFH,60201,2075,7,2,0,No,4.0,0,2.0,19B
699,153391.25,SFH,60002,900,9,2,0,Yes,2.0,1,3.0,19A
4241,661893.75,Condo,60201,1489,6,2,0,No,3.0,0,2.0,20A
2055,1362266.6406249995,SFH,60062,5400,12,5,1,No,5.0,0,3.0,19A
650,735437.5,SFH,60025,3200,7,2,2,Yes,3.0,0,2.0,19A
7323,684363.9921874998,SFH,60062,2867,10,3,1,Yes,5.0,0,2.0,19A
3291,485567.2905859373,SFH,60076,1958,9,3,0,No,4.0,0,0.0,19A
6151,994250.0,SFH,60029,6356,11,4,1,Yes,4.0,0,3.0,19A
1435,330481.57945312484,SFH,60077,1383,9,2,0,No,3.0,0,2.0,19A
2342,436009.375,SFH,60091,1288,7,2,0,Yes,3.0,0,2.5,19A
2631,976312.5,SFH,60062,3391,12,4,1,Yes,5.0,0,3.0,19A
510,709171.875,SFH,60201,2432,10,3,1,Yes,4.0,1,2.5,19A
16,212175.0,Condo,60077,1550,5,2,0,No,2.0,0,2.0,19A
6377,381300.0,SFH,60062,1263,9,2,0,Yes,3.0,1,2.5,19A
9050,305450.0,Condo,60077,1659,5,2,0,No,2.0,0,2.0,20A
201,471139.6484374998,SFH,60076,2064,9,2,1,No,4.0,0,2.0,19B
5061,971828.125,SFH,60077,4200,11,3,1,Yes,4.0,1,2.0,19B
2246,189112.5,SFH,60002,2685,7,2,1,No,3.0,0,2.0,19A
2512,1037492.1875,SFH,60091,4051,10,4,0,No,5.0,0,2.0,19B
8244,800524.9999999999,SFH,60201,2300,8,2,1,No,3.0,0,1.0,19B
6874,1163375.0,SFH,60062,3700,8,4,1,No,4.0,0,2.0,19A
8131,702124.9999999999,SFH,60076,3440,11,3,0,No,4.0,0,2.0,19A
1579,216275.0,Condo,60202,1620,6,2,0,No,3.0,0,1.0,19B
5652,399750.0,SFH,60029,2595,10,3,0,Yes,4.0,0,0.0,19A
4516,147910.92734374994,Condo,60077,1020,5,1,0,No,2.0,0,0.0,19A
5149,387450.0,Townhouse,60026,1523,5,2,1,No,2.0,0,2.0,20A
7121,224938.8125,SFH,60053,1073,7,2,0,Yes,3.0,0,0.0,19A
6336,410000.0,SFH,60062,1932,10,2,0,No,4.0,0,1.0,19B
4552,747833.2333984372,SFH,60076,3650,11,3,1,No,4.0,0,2.0,19A
6924,395165.0148437498,SFH,60062,1215,7,2,0,No,3.0,0,2.0,19A
255,171174.99999999997,Condo,60002,1505,6,2,2,Yes,2.0,0,2.0,19A
873,373612.5,SFH,60062,1928,8,2,0,No,3.0,0,1.5,19A
187,551578.125,SFH,60203,1845,8,2,1,Yes,4.0,0,2.0,19A
8592,220631.25,SFH,60002,1607,7,2,0,No,3.0,0,2.0,19A
1522,604109.375,SFH,60062,2300,10,2,1,Yes,4.0,0,2.5,19A
653,758499.9999999999,SFH,60025,3272,11,4,0,No,5.0,0,2.0,20A
3680,161318.21562499995,Condo,60076,1200,5,2,0,No,2.0,0,0.0,19A
4163,273162.5,Townhouse,60025,1257,7,2,1,No,3.0,0,1.0,19A
7222,540687.5,SFH,60062,2379,9,2,1,No,4.0,0,2.0,19A
3022,840394.9374999999,SFH,60025,2177,10,3,1,Yes,3.0,1,2.5,19A
8093,222425.0,Townhouse,60025,1970,7,2,1,No,3.0,0,2.5,19A
8042,119566.25,SFH,60002,1312,6,2,0,No,3.0,0,1.0,19A
3042,152340.625,Condo,60053,1500,5,2,0,No,2.0,0,1.0,19A
924,296276.25,SFH,60053,1519,8,2,0,Yes,3.0,0,2.0,19A
5162,1255625.0,SFH,60076,5489,15,6,1,Yes,5.0,2,3.0,19A
8128,252150.0,SFH,60053,1564,7,1,1,No,3.0,0,0.0,19A
7842,689209.9999999998,SFH,60062,3724,13,4,1,Yes,5.0,1,3.0,19A
5616,570671.2644531247,SFH,60077,2483,8,2,1,No,4.0,0,2.1,19A
5035,335687.5,SFH,60062,1336,6,2,0,No,3.0,0,1.0,19A
5024,1455499.9999999998,SFH,60025,4476,13,4,2,Yes,4.0,1,3.0,20A
3937,527875.0,SFH,60203,1700,9,2,1,Yes,4.0,0,1.0,19A
1984,199875.0,Condo,60077,1550,5,2,0,No,2.0,0,1.0,19A
7021,1024359.375,SFH,60202,4331,11,4,1,Yes,4.0,1,2.0,recent
774,467528.125,Duplex,60062,2557,8,2,1,No,3.0,0,2.0,20A
6877,177324.99999999997,Townhouse,60002,1487,6,2,1,No,2.0,0,2.0,19A
6370,406925.0,Condo,60202,1792,6,2,0,No,3.0,0,1.0,19B
5835,1195508.75,SFH,60062,4958,13,5,2,Yes,4.0,0,3.0,19A
6681,233187.5,Condo,60202,1000,5,2,0,No,2.0,0,0.0,19B
355,504812.5,SFH,60062,3157,9,3,2,Yes,4.0,0,2.0,19A
8464,302375.0,SFH,60076,1763,8,2,0,Yes,2.0,1,2.0,19A
8207,677653.125,SFH,60053,4264,10,4,0,Yes,5.0,0,2.0,19A
1250,322875.0,Condo,60062,1800,6,2,0,No,2.0,0,1.0,19A
1833,108765.95312499996,Condo,60077,700,4,1,0,No,1.0,0,0.0,19A
8865,335149.375,SFH,60053,1736,7,2,0,No,3.0,0,2.0,19A
2466,497125.0,SFH,60025,2300,8,2,1,Yes,4.0,0,2.0,19A
4055,204871.875,SFH,60002,3065,10,2,1,No,4.0,0,3.0,19A
60,481370.1093749998,SFH,60076,1350,8,2,0,Yes,3.0,1,2.1,19B
593,250100.0,Condo,60053,1500,5,2,0,No,2.0,0,1.0,19A
7229,471500.0,SFH,60025,1422,7,2,1,Yes,3.0,0,2.0,19A
7659,189112.5,Condo,60077,904,4,1,0,No,1.0,0,1.0,19A
5122,189625.0,SFH,60002,1459,5,1,1,No,3.0,0,2.0,19A
8100,843062.4999999999,SFH,60062,6398,13,4,1,No,7.0,0,3.0,20A
228,594500.0,SFH,60026,2652,9,2,1,No,4.0,0,2.0,19A
6581,169124.99999999997,Condo,60202,907,5,1,0,No,2.0,0,0.0,19B
6374,507977.1875,Townhouse,60062,2450,7,2,1,No,3.0,0,2.0,20A
4356,360800.0,SFH,60076,1800,6,2,0,No,3.0,0,2.0,19A
2116,397187.5,SFH,60203,1747,7,2,0,No,3.0,0,2.0,19A
6559,153750.0,Condo,60025,760,3,1,0,No,1.0,0,1.0,19A
369,689883.0566406248,SFH,60062,2754,10,2,1,No,5.0,0,2.0,19A
4125,320105.7382812499,SFH,60076,1400,7,1,1,No,3.0,0,1.5,19B
1353,251125.0,SFH,60077,927,5,1,0,No,2.0,0,2.0,19A
660,414602.8906249999,SFH,60062,2161,9,2,1,No,4.0,0,2.0,19A
1901,745943.75,SFH,60025,3600,10,2,1,No,4.0,0,2.5,19A
7702,398725.0,Townhouse,60202,1800,6,2,1,No,2.0,0,2.0,20A
3827,230625.0,SFH,60053,892,5,1,0,No,2.0,0,1.5,19A
1422,285376.0156249999,SFH,60076,1650,5,2,0,No,2.0,0,1.0,20A
4502,492000.0,Townhouse,60026,2758,11,2,1,No,3.0,0,2.0,19A
7991,740690.625,SFH,60201,3000,9,2,0,No,5.0,0,2.0,19B
4814,286452.9062499999,SFH,60077,1131,6,1,0,No,3.0,0,2.0,19A
7683,492000.0,Townhouse,60025,2120,7,2,1,No,2.0,0,2.0,20A
3444,130249.92109374994,Condo,60076,800,5,1,0,No,2.0,0,0.0,19A
5395,553500.0,SFH,60062,3800,11,3,0,No,4.0,0,2.0,19A
6122,260449.9375,SFH,60002,1952,8,2,1,No,3.0,0,3.0,19A
3779,393984.375,SFH,60076,1700,9,3,0,Yes,3.0,1,0.0,19A
1028,492743.125,SFH,60202,1869,7,1,1,No,3.0,0,1.0,19B
4609,925062.5,SFH,60025,2603,8,3,0,No,4.0,0,2.0,19A
461,213200.0,SFH,60002,3152,8,3,1,No,4.0,0,2.0,19A
2068,748249.9999999999,SFH,60062,3025,11,2,1,No,4.0,0,2.5,19A
6602,336199.99999999994,SFH,60062,1409,8,2,0,Yes,3.0,0,0.0,19A
2896,599625.0,SFH,60062,2839,9,2,1,No,4.0,0,2.0,19A
7696,569964.0625,SFH,60203,2000,7,2,1,No,3.0,0,1.0,19A
7551,496163.8943359373,SFH,60062,2430,8,2,1,No,4.0,0,2.0,19A
1173,263835.0,Condo,60053,1536,5,2,0,No,2.0,0,1.0,20A
767,347756.875,SFH,60025,1617,8,2,0,Yes,3.0,1,2.0,19B
7597,360627.03125,Townhouse,60053,1832,7,2,1,No,2.0,0,2.0,20A
6136,369777.3183593748,SFH,60062,1651,6,1,1,No,3.0,0,1.0,19B
7407,430756.2499999999,SFH,60076,1600,7,2,1,Yes,3.0,0,1.5,19A
5948,1034865.625,SFH,60076,4500,10,6,0,Yes,5.0,0,2.0,20A
889,152340.625,SFH,60202,1587,7,2,0,No,4.0,0,2.5,19B
730,176299.99999999997,Condo,60202,900,5,1,0,No,2.0,0,0.0,19B
907,209074.375,SFH,60002,1707,8,2,0,Yes,3.0,0,2.0,19A
8040,874771.7158203122,SFH,60062,2890,10,2,1,No,4.0,0,2.0,19A
4096,212175.0,Condo,60077,1275,5,2,0,No,2.0,0,1.0,19A
6793,472781.25,SFH,60077,3100,9,2,1,No,4.0,0,2.0,19A
3441,429679.3593749999,SFH,60062,2196,8,2,1,No,4.0,0,2.0,19A
914,169966.96062499998,SFH,60201,5408,8,2,0,Yes,5.0,0,2.0,19B
6426,1004500.0,SFH,60201,3120,9,3,1,Yes,3.0,1,2.0,19B
8530,147087.5,Condo,60076,1160,6,2,0,No,2.0,0,0.0,19A
22,325072.89628906234,SFH,60076,1323,7,2,0,Yes,3.0,0,0.0,19A
4020,279991.5625,SFH,60025,1350,7,1,1,No,3.0,0,1.0,19A
1768,419448.8984374998,SFH,60076,1919,9,2,1,No,4.0,0,0.0,19A
6714,850749.9999999999,SFH,60091,2656,8,3,0,Yes,4.0,0,2.0,19A
2936,461250.0,SFH,60203,1740,7,2,0,Yes,3.0,0,2.0,19A
809,419225.0,SFH,60202,2075,7,2,0,No,3.0,0,2.0,19B
1479,333836.0937499999,SFH,60076,2000,10,2,1,No,4.0,0,2.0,19A
3133,230625.0,SFH,60002,1722,8,2,1,No,3.0,0,2.0,19A
7067,253069.2968749999,SFH,60076,1204,6,1,0,No,3.0,0,1.0,19A
9168,340927.8125,SFH,60002,3855,10,3,1,Yes,4.0,1,3.0,20A
9170,2319062.5,SFH,60091,8804,15,6,1,No,6.0,0,2.5,19B
3280,761703.125,SFH,60062,3767,13,4,2,Yes,5.0,0,2.0,19A
8170,319800.0,SFH,60076,1448,6,2,1,Yes,3.0,0,1.0,19A
8311,325693.75,SFH,60053,1216,7,2,0,No,3.0,0,2.0,19A
2681,500579.1458984373,SFH,60062,1326,8,2,0,No,4.0,0,1.0,19A
1167,229456.5,SFH,60062,1068,5,1,0,No,2.0,0,1.0,19A
5703,419448.8984374998,Condo,60077,2047,7,2,0,No,2.0,0,2.0,20A
8851,430500.0,SFH,60076,2333,8,3,0,Yes,4.0,0,2.0,19A
7875,404490.625,Condo,60077,2015,6,2,0,No,2.0,0,2.0,20A
7969,288921.875,Condo,60062,2200,6,2,0,No,2.0,0,2.0,19A
1182,143500.0,Condo,60025,950,5,1,0,No,2.0,0,0.0,19A
8719,1194125.0,SFH,60062,4082,12,3,1,No,3.0,0,2.0,recent
5179,158362.5,SFH,60002,1350,6,1,0,No,3.0,0,2.5,19A
8779,271537.97109374986,SFH,60076,1301,7,2,0,Yes,3.0,0,0.0,19A
6326,871249.9999999999,SFH,60091,3100,12,3,1,No,4.0,0,2.0,19B
9046,399750.0,SFH,60202,1630,8,1,1,No,4.0,0,2.0,19B
459,709171.875,SFH,60091,3549,11,3,1,No,5.0,0,1.0,19B
9014,240875.0,Condo,60201,967,5,1,0,No,1.0,0,1.0,20A
4963,115825.0,SFH,60002,861,5,1,0,No,2.0,0,0.0,19A
3173,891528.85625,Duplex,60025,2501,8,2,1,No,3.0,0,2.0,recent
430,619212.1093749998,SFH,60062,2074,10,2,1,No,4.0,0,2.0,19A
7394,251125.0,Condo,60062,1100,5,1,0,No,2.0,0,2.0,19A
3906,225884.375,SFH,60002,1524,6,2,0,No,3.0,0,3.0,19A
6506,406925.0,SFH,60077,1746,8,3,0,Yes,3.0,0,2.0,19B
3930,801101.5624999999,SFH,60025,3618,12,4,1,Yes,4.0,1,2.0,20A
7201,709171.875,SFH,60062,2669,9,2,1,No,4.0,0,2.0,19A
6982,1155687.5,SFH,60091,6407,13,5,0,Yes,4.0,1,3.0,recent
1069,296144.9218749999,SFH,60076,2612,8,2,1,No,4.0,0,0.0,19A
431,340402.5,SFH,60077,1269,9,2,0,Yes,3.0,0,2.0,19A
8257,524261.875,SFH,60062,3514,12,3,1,Yes,5.0,0,2.0,19A
3953,242694.375,SFH,60077,1288,6,1,0,No,3.0,0,2.0,19A
1452,453870.0,Townhouse,60062,2282,9,2,1,No,4.0,0,2.0,19A
4239,635365.4687499998,SFH,60062,2898,12,2,2,Yes,4.0,0,2.0,19A
7436,325693.75,SFH,60201,1100,10,2,0,Yes,3.0,2,2.0,19A
1367,314136.875,SFH,60053,1087,7,2,0,No,3.0,0,2.0,19A
2986,410000.0,Townhouse,60077,2204,8,2,1,No,3.0,0,2.0,20A
3975,1127500.0,SFH,60025,8335,17,5,1,Yes,5.0,1,3.0,20A
1454,337775.9375,SFH,60077,1492,9,2,0,Yes,3.0,0,1.0,19A
8499,851006.2499999999,SFH,60201,2650,8,2,1,No,3.0,0,2.0,19B
2740,973750.0,SFH,60062,4236,14,5,1,Yes,4.0,1,2.0,19A
2155,662287.7343749998,SFH,60062,2697,10,2,1,No,4.0,0,2.0,19A
3985,626750.3437499998,SFH,60062,2661,9,3,1,Yes,4.0,1,2.0,19A
3973,198686.3203124999,SFH,60077,968,5,2,0,Yes,2.0,0,2.0,19A
7979,225500.0,SFH,60002,2679,8,2,1,No,3.0,0,2.0,20A
8000,386334.5117187498,SFH,60062,1094,6,2,0,Yes,3.0,0,2.5,19A
1592,359313.75,SFH,60076,2290,10,2,1,Yes,5.0,0,2.0,19A
3839,296144.9218749999,SFH,60077,1241,6,1,1,Yes,3.0,0,2.0,19A
6358,165025.0,Condo,60025,1200,5,2,0,No,2.0,0,0.0,19A
2673,428129.6875,SFH,60091,2428,8,3,0,Yes,3.0,1,0.0,19A
438,441525.1562499999,SFH,60076,1888,7,3,0,No,4.0,0,2.0,19A
1375,278415.625,SFH,60025,1250,7,1,1,No,3.0,0,2.0,19A
4665,404875.0,SFH,60062,1200,10,2,0,No,3.0,1,3.0,19A
4621,630375.0,SFH,60002,4000,9,3,0,Yes,4.0,0,3.0,19A
2789,673056.6406249998,SFH,60062,2743,10,2,1,No,4.0,0,2.0,19A
7952,279991.5624999999,SFH,60076,1305,7,2,0,Yes,3.0,0,0.0,19A
2181,388731.25,SFH,60076,1560,7,3,0,Yes,3.0,0,0.0,19A
1440,283668.75,SFH,60201,1960,8,3,0,No,4.0,0,0.0,19B
1296,499046.875,SFH,60025,2440,10,2,2,No,4.0,0,2.0,19A
4536,840499.9999999999,SFH,60201,3200,11,3,1,Yes,4.0,1,2.0,19B
7693,297250.0,Townhouse,60062,1542,7,2,1,No,2.0,0,2.0,19A
5696,407950.0,SFH,60025,1788,7,1,1,Yes,3.0,0,1.0,19A
1044,606735.9375,Townhouse,60025,2517,7,2,2,Yes,3.0,0,2.0,19A
6266,756450.0,SFH,60025,3748,11,2,1,No,4.0,0,2.5,19A
6457,563135.0,Townhouse,60062,2464,8,2,1,No,3.0,0,2.0,19A
1795,714887.3800624998,SFH,60077,1800,6,2,1,No,3.0,0,2.0,recent
4581,420250.0,Townhouse,60025,2407,7,2,1,No,2.0,0,2.0,20A
5335,322528.7421874999,Condo,60076,1900,6,2,0,No,3.0,0,2.0,19A
3278,181937.5,Condo,60025,1200,6,2,0,No,2.0,0,0.0,19A
5222,666160.825,SFH,60025,3628,11,4,0,Yes,5.0,0,3.0,19A
7066,344394.875,SFH,60025,1482,10,2,0,No,4.0,0,2.0,19A
1052,252150.0,SFH,60002,2288,9,2,1,No,4.0,0,2.0,19A
1793,244795.625,SFH,60076,878,5,1,0,No,2.0,0,2.0,19A
3600,381376.875,SFH,60091,1926,8,2,0,No,4.0,0,2.0,19A
5018,409110.7484374999,SFH,60076,1951,8,2,0,No,3.0,0,0.0,19A
3894,662287.7343749998,SFH,60062,3360,10,3,0,No,5.0,0,2.0,19A
1318,1112611.875,SFH,60026,4502,12,4,0,No,5.0,0,3.0,20A
7892,445875.0,SFH,60201,2465,7,2,0,No,3.0,0,1.0,19B
757,331143.8671874999,SFH,60076,1410,7,2,1,No,3.0,0,2.5,19A
7877,446515.625,SFH,60202,1829,9,2,0,No,3.0,0,2.0,19A
4113,476625.0,SFH,60062,2178,9,2,1,No,4.0,0,2.0,19A
3862,267909.375,Condo,60053,1600,5,2,0,No,2.0,0,1.0,20A
7316,1281250.0,SFH,60062,6512,15,6,1,Yes,6.0,1,4.0,20A
2838,267384.0625,SFH,60002,2197,8,2,1,No,3.0,0,2.0,recent
2544,834196.2499999999,SFH,60201,2790,9,2,1,No,4.0,0,2.0,19B
8844,472781.25,SFH,60062,3662,9,3,1,No,4.0,0,2.0,19A
7713,278415.625,Condo,60062,1810,5,2,0,No,2.0,0,2.0,19A
4353,333351.49296874984,SFH,60076,1515,7,2,0,Yes,3.0,0,1.0,19B
8697,1423596.875,SFH,60025,6419,13,5,1,Yes,6.0,0,3.0,recent
8778,333836.0937499999,SFH,60076,1200,7,1,1,Yes,3.0,0,2.1,19A
464,367718.75,Townhouse,60091,1666,7,2,1,No,3.0,0,1.0,19A
7179,252150.0,SFH,60062,1439,7,2,0,Yes,3.0,0,2.0,19A
5773,668300.0,SFH,60062,2373,10,2,1,No,4.0,0,2.5,19B
9338,522291.9531249998,SFH,60062,1410,8,1,1,No,3.0,0,2.0,19A
339,305450.0,SFH,60002,2568,14,3,1,No,4.0,2,2.0,20A
3368,251125.0,Condo,60077,1350,6,2,0,No,2.0,0,1.0,20A
1160,789226.2167968747,SFH,60062,2700,10,3,1,No,5.0,0,2.5,19A
7218,281875.0,Condo,60202,1800,6,2,0,No,3.0,0,1.0,19B
6992,499046.875,SFH,60062,1984,7,2,0,No,2.0,0,2.0,19A
624,486875.0,Townhouse,60062,2511,7,2,1,No,3.0,0,2.0,20A
6931,1418343.75,Condo,60201,2636,7,2,1,No,2.0,0,2.0,20A
146,857156.2499999999,SFH,60201,2437,8,3,0,No,4.0,0,2.0,19B
4087,630375.0,SFH,60201,1758,8,2,0,Yes,3.0,0,1.0,19B
6563,932750.0,SFH,60091,3500,12,3,1,Yes,4.0,0,2.0,19B
6242,325693.75,SFH,60076,1200,6,1,1,No,3.0,0,1.0,19B
6496,1112125.0,SFH,60091,4436,12,4,1,Yes,4.0,1,2.0,20A
1501,174249.99999999997,Condo,60062,1200,5,2,0,No,2.0,0,1.0,19A
3347,147087.5,Condo,60076,1024,5,1,1,No,2.0,0,0.0,19A
720,1383749.9999999998,SFH,60025,7500,13,5,2,No,5.0,0,3.0,19A
6914,648235.625,SFH,60062,2390,9,2,1,No,4.0,0,2.0,19A
8913,502250.0,Townhouse,60062,2635,7,2,1,No,3.0,0,2.0,20A
8216,246896.875,Condo,60202,935,5,1,1,No,1.0,0,1.0,20A
6891,168100.0,Townhouse,60002,2200,7,2,1,No,2.5,1,2.0,19A
1141,759601.875,SFH,60201,2988,10,2,1,Yes,4.0,0,4.0,19B
5768,191739.0625,Condo,60201,1030,5,1,0,No,2.0,0,0.0,19A
5775,115568.75,Townhouse,60002,1801,7,1,1,No,2.0,0,2.0,19A
2686,405604.2875,SFH,60201,1800,7,1,1,No,3.0,0,2.0,19B
7600,430756.25,SFH,60062,2380,8,2,1,No,3.0,0,2.0,19A
4062,205309.19765624992,Condo,60077,1300,5,2,0,No,2.0,0,1.0,19A
2598,543698.4375,SFH,60025,3969,10,5,0,Yes,5.0,0,3.0,20A
3659,492000.0,SFH,60077,2600,8,3,0,Yes,3.0,1,2.5,19A
2541,640749.9218749998,SFH,60062,2901,10,2,1,No,5.0,0,2.0,19A
1708,299133.29335937486,Condo,60077,1777,5,2,0,No,2.0,0,3.0,20A
5268,499046.875,Condo,60202,1800,6,2,0,No,3.0,0,1.0,19B
1212,1113662.5,SFH,60091,4680,11,2,2,No,5.0,0,2.0,19B
843,360758.3593749999,Townhouse,60077,1805,6,3,1,No,3.0,0,2.0,20A
3120,236390.625,SFH,60002,1400,6,2,0,No,3.0,0,2.0,recent
3307,678549.9999999999,SFH,60201,3044,10,2,1,No,4.0,0,2.0,19A
5633,546325.0,SFH,60091,3441,10,3,1,Yes,4.0,0,2.0,19A
9032,231137.5,SFH,60025,1432,4,1,0,No,2.0,0,2.0,19A
9259,422300.0,SFH,60076,1631,9,3,0,Yes,3.0,2,2.0,19A
5363,517688.2457031248,SFH,60076,2400,9,3,0,No,4.0,0,0.0,19B
8901,449975.0,SFH,60062,2009,9,3,0,Yes,3.0,1,1.5,19A
8073,36771.875,SFH,60002,1611,6,1,1,No,2.0,0,2.0,19A
8891,349524.99999999994,SFH,60062,1976,8,2,1,No,4.0,0,2.0,19A
1204,194365.625,Condo,60202,794,4,1,0,No,1.0,0,1.0,20A
3451,174249.99999999997,Condo,60202,1050,5,1,1,No,2.0,0,0.0,19A
199,252150.0,SFH,60077,1329,5,1,0,No,2.0,0,0.0,19A
6239,236390.625,SFH,60062,1553,8,1,0,No,4.0,0,2.0,19A
5530,315082.4375,SFH,60053,1266,8,2,0,Yes,2.0,2,1.0,19A
4860,464376.25,SFH,60053,2800,10,4,0,Yes,4.0,1,2.0,19B
